PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jodie Meeks,TOR,04/01/2019,TOR vs. ORL,W,12,2,1,3,33.3,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-8
Jodie Meeks,TOR,03/30/2019,TOR @ CHI,W,29,14,6,9,66.7,2,4,50,0,0,-,1,4,5,0,1,0,1,0,13
Jodie Meeks,TOR,03/28/2019,TOR @ NYK,W,5,6,2,3,66.7,1,2,50,1,1,100,0,1,1,3,0,0,0,1,-3
Jodie Meeks,TOR,03/26/2019,TOR vs. CHI,W,5,2,1,2,50,0,0,-,0,0,-,0,0,0,0,0,1,0,0,-10
Jodie Meeks,TOR,02/26/2019,TOR vs. BOS,W,7,5,2,4,50,1,3,33.3,0,0,-,0,2,2,1,0,0,0,1,0
Jodie Meeks,TOR,02/24/2019,TOR vs. ORL,L,17,10,4,9,44.4,2,5,40,0,0,-,0,2,2,0,0,0,0,1,7
Jeremy Lin,TOR,04/09/2019,TOR @ MIN,W,20,8,2,8,25,0,4,0,4,4,100,1,3,4,5,1,0,3,2,14
Jeremy Lin,TOR,04/05/2019,TOR @ CHA,L,10,0,0,2,0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-11
Jeremy Lin,TOR,04/03/2019,TOR @ BKN,W,11,2,1,1,100,0,0,-,0,0,-,0,1,1,1,0,0,1,1,-4
Jeremy Lin,TOR,04/01/2019,TOR vs. ORL,W,17,5,1,4,25,0,0,-,3,4,75,0,3,3,0,0,1,1,2,-9
Jeremy Lin,TOR,03/30/2019,TOR @ CHI,W,24,12,4,8,50,2,2,100,2,2,100,0,2,2,3,2,0,1,2,7
Jeremy Lin,TOR,03/28/2019,TOR @ NYK,W,26,12,4,8,50,1,2,50,3,4,75,0,5,5,5,0,0,0,3,1
Jeremy Lin,TOR,03/26/2019,TOR vs. CHI,W,20,2,1,9,11.1,0,5,0,0,0,-,0,4,4,2,0,0,0,3,-15
Jeremy Lin,TOR,03/24/2019,TOR vs. CHA,L,6,0,0,1,0,0,0,-,0,0,-,0,1,1,1,0,1,0,0,-8
Jeremy Lin,TOR,03/22/2019,TOR vs. OKC,L,14,5,2,4,50,1,2,50,0,0,-,1,2,3,1,0,0,0,2,-12
Jeremy Lin,TOR,03/20/2019,TOR @ OKC,W,15,6,2,5,40,0,2,0,2,2,100,0,1,1,0,1,0,1,1,6
Jeremy Lin,TOR,03/18/2019,TOR vs. NYK,W,27,20,7,11,63.6,1,3,33.3,5,7,71.4,0,3,3,2,0,0,2,3,3
Jeremy Lin,TOR,03/17/2019,TOR @ DET,L,17,3,1,4,25,1,2,50,0,0,-,0,2,2,3,0,0,0,2,1
Jeremy Lin,TOR,03/14/2019,TOR vs. LAL,W,21,9,4,9,44.4,1,5,20,0,0,-,0,7,7,1,0,1,1,3,4
Jeremy Lin,TOR,03/11/2019,TOR @ CLE,L,21,8,3,9,33.3,1,5,20,1,2,50,0,1,1,2,0,0,1,3,-15
Jeremy Lin,TOR,03/10/2019,TOR @ MIA,W,23,11,3,7,42.9,1,3,33.3,4,4,100,0,3,3,1,2,2,1,5,3
Jeremy Lin,TOR,03/08/2019,TOR @ NOP,W,22,14,6,9,66.7,2,3,66.7,0,0,-,0,1,1,3,0,0,4,5,8
Jeremy Lin,TOR,03/05/2019,TOR vs. HOU,L,11,2,1,5,20,0,1,0,0,0,-,1,1,2,2,0,0,3,1,-22
Jeremy Lin,TOR,03/03/2019,TOR @ DET,L,25,1,0,8,0,0,5,0,1,2,50,1,0,1,2,1,0,1,1,-13
Jeremy Lin,TOR,03/01/2019,TOR vs. POR,W,17,8,4,8,50,0,1,0,0,0,-,0,0,0,1,0,0,1,1,-10
Jeremy Lin,TOR,02/26/2019,TOR vs. BOS,W,25,8,3,9,33.3,0,2,0,2,2,100,2,4,6,3,0,0,1,3,4
Jeremy Lin,TOR,02/24/2019,TOR vs. ORL,L,18,6,2,8,25,0,2,0,2,4,50,0,1,1,5,0,0,1,3,-14
Jeremy Lin,TOR,02/22/2019,TOR vs. SAS,W,19,11,4,11,36.4,0,3,0,3,3,100,0,3,3,2,1,0,0,0,-1
Jeremy Lin,TOR,02/13/2019,TOR vs. WAS,W,25,8,3,7,42.9,0,3,0,2,2,100,0,5,5,5,1,1,3,1,10
Greg Monroe,TOR,02/05/2019,TOR @ PHI,W,18,10,5,8,62.5,0,0,-,0,0,-,5,2,7,0,0,0,0,4,-14
Greg Monroe,TOR,02/03/2019,TOR vs. LAC,W,20,9,3,8,37.5,0,0,-,3,4,75,0,7,7,1,1,0,2,3,7
Greg Monroe,TOR,01/31/2019,TOR vs. MIL,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Greg Monroe,TOR,01/27/2019,TOR @ DAL,W,3,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,-3
Greg Monroe,TOR,01/25/2019,TOR @ HOU,L,7,2,1,2,50,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-11
Greg Monroe,TOR,01/23/2019,TOR @ IND,L,8,1,0,0,-,0,0,-,1,4,25,0,2,2,1,0,0,0,1,-5
Greg Monroe,TOR,01/22/2019,TOR vs. SAC,W,12,0,0,4,0,0,0,-,0,4,0,2,2,4,1,2,0,2,2,14
Greg Monroe,TOR,01/19/2019,TOR vs. MEM,W,11,0,0,3,0,0,0,-,0,0,-,0,2,2,2,0,0,2,3,7
Greg Monroe,TOR,01/17/2019,TOR vs. PHX,W,11,9,4,7,57.1,0,0,-,1,2,50,2,3,5,0,0,2,2,5,-4
Greg Monroe,TOR,01/16/2019,TOR @ BOS,L,15,11,4,6,66.7,0,0,-,3,4,75,4,5,9,0,0,0,1,1,-5
Greg Monroe,TOR,01/13/2019,TOR @ WAS,W,12,4,1,1,100,0,0,-,2,4,50,0,1,1,0,1,0,2,3,2
Greg Monroe,TOR,01/11/2019,TOR vs. BKN,W,15,10,4,8,50,0,1,0,2,2,100,2,6,8,2,0,1,1,1,16
Greg Monroe,TOR,01/08/2019,TOR vs. ATL,W,10,2,1,3,33.3,0,0,-,0,2,0,2,4,6,0,0,0,2,2,-9
Greg Monroe,TOR,01/06/2019,TOR vs. IND,W,21,11,4,11,36.4,0,0,-,3,3,100,1,8,9,0,1,0,0,2,10
Greg Monroe,TOR,01/05/2019,TOR @ MIL,W,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,1,-12
Greg Monroe,TOR,01/03/2019,TOR @ SAS,L,17,12,4,8,50,0,0,-,4,7,57.1,4,2,6,0,1,1,0,2,-4
Greg Monroe,TOR,01/01/2019,TOR vs. UTA,W,18,7,2,5,40,0,0,-,3,4,75,2,4,6,2,0,2,1,1,-4
Greg Monroe,TOR,12/30/2018,TOR vs. CHI,W,18,0,0,3,0,0,0,-,0,0,-,2,5,7,0,0,2,0,2,3
Greg Monroe,TOR,12/28/2018,TOR @ ORL,L,10,0,0,4,0,0,0,-,0,0,-,2,3,5,1,0,0,1,3,-10
Greg Monroe,TOR,12/26/2018,TOR @ MIA,W,11,9,3,6,50,0,0,-,3,3,100,2,1,3,0,0,0,0,1,9
Greg Monroe,TOR,12/22/2018,TOR @ PHI,L,22,6,3,7,42.9,0,0,-,0,0,-,4,4,8,1,0,0,1,4,-16
Greg Monroe,TOR,12/21/2018,TOR vs. CLE,W,14,9,3,5,60,0,1,0,3,4,75,0,3,3,0,0,0,1,1,-3
Greg Monroe,TOR,12/19/2018,TOR vs. IND,W,22,13,6,9,66.7,0,0,-,1,2,50,5,3,8,0,1,0,0,2,-9
Greg Monroe,TOR,12/16/2018,TOR @ DEN,L,13,4,2,6,33.3,0,0,-,0,2,0,3,1,4,0,0,0,1,2,-16
Greg Monroe,TOR,12/14/2018,TOR @ POR,L,13,6,3,3,100,0,0,-,0,0,-,1,1,2,0,0,0,3,2,-11
Greg Monroe,TOR,12/12/2018,TOR @ GSW,W,7,5,2,4,50,0,0,-,1,1,100,3,2,5,0,1,0,0,2,7
Greg Monroe,TOR,12/11/2018,TOR @ LAC,W,7,2,0,3,0,0,0,-,2,2,100,0,2,2,1,1,0,0,2,-4
Greg Monroe,TOR,12/05/2018,TOR vs. PHI,W,6,4,2,4,50,0,0,-,0,1,0,2,2,4,0,1,0,0,0,1
Greg Monroe,TOR,11/23/2018,TOR vs. WAS,W,3,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-1
Greg Monroe,TOR,11/21/2018,TOR @ ATL,W,13,3,1,5,20,0,0,-,1,2,50,2,4,6,1,2,0,0,2,-10
Greg Monroe,TOR,11/17/2018,TOR @ CHI,W,11,7,3,4,75,0,0,-,1,2,50,1,2,3,2,0,0,3,3,1
Greg Monroe,TOR,11/14/2018,TOR vs. DET,L,21,17,8,10,80,0,0,-,1,2,50,3,6,9,0,1,0,3,1,-7
Greg Monroe,TOR,11/12/2018,TOR vs. NOP,L,2,0,0,2,0,0,0,-,0,0,-,1,1,2,0,0,0,0,0,2
Greg Monroe,TOR,11/10/2018,TOR vs. NYK,W,2,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Greg Monroe,TOR,11/05/2018,TOR @ UTA,W,13,8,4,5,80,0,1,0,0,0,-,1,2,3,0,0,0,1,2,-3
Greg Monroe,TOR,11/02/2018,TOR @ PHX,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-5
Greg Monroe,TOR,10/29/2018,TOR @ MIL,L,5,0,0,4,0,0,0,-,0,0,-,2,2,4,0,0,0,0,1,7
Greg Monroe,TOR,10/22/2018,TOR vs. CHA,W,4,2,1,1,100,0,0,-,0,0,-,1,1,2,1,0,0,0,0,0
Fred VanVleet,TOR,04/09/2019,TOR @ MIN,W,27,16,6,12,50,2,5,40,2,2,100,0,2,2,4,3,0,1,1,4
Fred VanVleet,TOR,04/07/2019,TOR vs. MIA,W,22,3,1,8,12.5,1,6,16.7,0,0,-,0,1,1,5,1,0,1,0,1
Fred VanVleet,TOR,04/05/2019,TOR @ CHA,L,31,12,4,8,50,1,2,50,3,4,75,0,3,3,5,0,2,3,1,-4
Fred VanVleet,TOR,04/03/2019,TOR @ BKN,W,26,7,2,8,25,2,4,50,1,2,50,0,3,3,3,1,0,0,3,2
Fred VanVleet,TOR,04/01/2019,TOR vs. ORL,W,27,10,3,6,50,2,4,50,2,2,100,0,0,0,7,2,2,2,1,16
Fred VanVleet,TOR,03/30/2019,TOR @ CHI,W,33,23,9,15,60,3,8,37.5,2,2,100,0,4,4,6,1,0,2,2,30
Fred VanVleet,TOR,03/28/2019,TOR @ NYK,W,32,12,4,13,30.8,4,8,50,0,0,-,0,3,3,8,1,2,0,2,27
Fred VanVleet,TOR,03/26/2019,TOR vs. CHI,W,26,7,1,6,16.7,1,3,33.3,4,4,100,0,3,3,5,0,0,2,0,16
Fred VanVleet,TOR,03/24/2019,TOR vs. CHA,L,31,12,5,9,55.6,2,4,50,0,0,-,0,5,5,3,0,0,0,2,1
Fred VanVleet,TOR,03/22/2019,TOR vs. OKC,L,36,8,3,11,27.3,0,3,0,2,2,100,1,1,2,5,0,1,0,1,-5
Fred VanVleet,TOR,03/20/2019,TOR @ OKC,W,40,23,8,16,50,3,8,37.5,4,4,100,0,0,0,6,2,0,3,3,6
Fred VanVleet,TOR,03/18/2019,TOR vs. NYK,W,28,13,5,9,55.6,2,4,50,1,1,100,0,2,2,12,1,1,1,1,33
Fred VanVleet,TOR,03/17/2019,TOR @ DET,L,31,17,6,10,60,4,5,80,1,2,50,0,1,1,4,0,0,2,3,-4
Fred VanVleet,TOR,02/09/2019,TOR @ NYK,W,20,5,1,5,20,1,3,33.3,2,2,100,0,1,1,6,0,0,3,1,-7
Fred VanVleet,TOR,02/07/2019,TOR @ ATL,W,37,30,11,22,50,4,11,36.4,4,5,80,0,5,5,6,0,0,1,2,32
Fred VanVleet,TOR,02/05/2019,TOR @ PHI,W,25,3,1,4,25,1,2,50,0,0,-,0,1,1,2,2,0,0,0,10
Fred VanVleet,TOR,02/03/2019,TOR vs. LAC,W,26,9,4,10,40,1,4,25,0,0,-,1,4,5,7,3,0,2,3,11
Fred VanVleet,TOR,01/31/2019,TOR vs. MIL,L,30,10,4,9,44.4,2,4,50,0,0,-,0,2,2,3,1,0,1,3,3
Fred VanVleet,TOR,01/27/2019,TOR @ DAL,W,21,13,4,9,44.4,3,4,75,2,2,100,0,1,1,6,0,0,0,1,-7
Fred VanVleet,TOR,01/25/2019,TOR @ HOU,L,21,8,3,9,33.3,0,3,0,2,2,100,1,3,4,4,0,0,2,1,-2
Fred VanVleet,TOR,01/23/2019,TOR @ IND,L,37,14,5,14,35.7,2,6,33.3,2,2,100,0,2,2,3,0,0,2,3,-9
Fred VanVleet,TOR,01/22/2019,TOR vs. SAC,W,32,19,6,10,60,3,6,50,4,5,80,1,6,7,7,1,1,2,3,7
Fred VanVleet,TOR,01/19/2019,TOR vs. MEM,W,26,4,1,8,12.5,1,4,25,1,1,100,1,1,2,7,2,1,1,1,26
Fred VanVleet,TOR,01/17/2019,TOR vs. PHX,W,31,15,6,11,54.5,1,3,33.3,2,2,100,0,2,2,4,0,1,0,3,-7
Fred VanVleet,TOR,01/16/2019,TOR @ BOS,L,18,0,0,3,0,0,2,0,0,0,-,1,1,2,2,1,0,1,1,-3
Fred VanVleet,TOR,01/11/2019,TOR vs. BKN,W,19,10,3,8,37.5,3,5,60,1,2,50,0,2,2,6,1,0,1,2,17
Fred VanVleet,TOR,01/08/2019,TOR vs. ATL,W,34,9,1,6,16.7,1,4,25,6,6,100,0,5,5,4,2,0,4,3,2
Fred VanVleet,TOR,01/06/2019,TOR vs. IND,W,35,12,3,10,30,1,6,16.7,5,6,83.3,0,2,2,8,0,0,1,2,9
Fred VanVleet,TOR,01/05/2019,TOR @ MIL,W,35,21,6,12,50,5,8,62.5,4,4,100,0,5,5,8,0,1,0,4,17
Fred VanVleet,TOR,01/03/2019,TOR @ SAS,L,28,12,5,11,45.5,1,6,16.7,1,1,100,1,4,5,2,0,0,1,3,-10
Fred VanVleet,TOR,01/01/2019,TOR vs. UTA,W,32,8,3,5,60,1,2,50,1,2,50,0,4,4,5,0,0,2,1,12
Fred VanVleet,TOR,12/30/2018,TOR vs. CHI,W,33,10,3,12,25,2,7,28.6,2,2,100,1,4,5,7,1,0,2,2,-2
Fred VanVleet,TOR,12/28/2018,TOR @ ORL,L,23,11,3,12,25,2,6,33.3,3,4,75,0,1,1,2,1,1,0,1,-13
Fred VanVleet,TOR,12/26/2018,TOR @ MIA,W,38,16,5,12,41.7,4,8,50,2,2,100,0,1,1,2,0,0,1,2,1
Fred VanVleet,TOR,12/22/2018,TOR @ PHI,L,28,12,5,14,35.7,2,6,33.3,0,0,-,0,2,2,3,1,0,1,2,-18
Fred VanVleet,TOR,12/21/2018,TOR vs. CLE,W,38,14,6,10,60,1,2,50,1,1,100,1,4,5,8,2,1,0,2,19
Fred VanVleet,TOR,12/19/2018,TOR vs. IND,W,31,11,4,17,23.5,3,11,27.3,0,0,-,0,2,2,1,2,2,0,1,4
Fred VanVleet,TOR,12/14/2018,TOR @ POR,L,38,21,7,11,63.6,3,5,60,4,5,80,0,4,4,8,0,0,4,2,3
Fred VanVleet,TOR,12/12/2018,TOR @ GSW,W,28,10,4,8,50,2,3,66.7,0,0,-,1,2,3,2,3,0,0,1,10
Fred VanVleet,TOR,12/11/2018,TOR @ LAC,W,29,5,2,5,40,1,2,50,0,0,-,2,4,6,14,0,1,2,0,21
Fred VanVleet,TOR,12/09/2018,TOR vs. MIL,L,27,19,7,12,58.3,5,7,71.4,0,0,-,0,2,2,2,1,0,0,3,3
Fred VanVleet,TOR,12/07/2018,TOR @ BKN,L,27,8,2,7,28.6,2,6,33.3,2,2,100,0,1,1,3,1,0,0,0,-6
Fred VanVleet,TOR,12/05/2018,TOR vs. PHI,W,19,5,2,7,28.6,1,3,33.3,0,0,-,0,1,1,1,1,0,1,1,7
Fred VanVleet,TOR,12/03/2018,TOR vs. DEN,L,18,2,1,7,14.3,0,5,0,0,0,-,0,2,2,4,3,0,2,0,-2
Fred VanVleet,TOR,12/01/2018,TOR @ CLE,W,33,15,5,12,41.7,1,4,25,4,4,100,0,3,3,4,1,0,2,3,14
Fred VanVleet,TOR,11/29/2018,TOR vs. GSW,W,15,0,0,3,0,0,3,0,0,0,-,0,1,1,3,0,0,2,2,-13
Fred VanVleet,TOR,11/27/2018,TOR @ MEM,W,22,18,6,6,100,3,3,100,3,4,75,1,1,2,3,3,0,1,3,8
Fred VanVleet,TOR,11/25/2018,TOR vs. MIA,W,19,10,4,6,66.7,1,2,50,1,2,50,0,2,2,4,1,1,3,0,-7
Fred VanVleet,TOR,11/23/2018,TOR vs. WAS,W,23,13,4,7,57.1,3,5,60,2,2,100,1,3,4,7,0,0,1,0,23
Fred VanVleet,TOR,11/21/2018,TOR @ ATL,W,36,11,5,11,45.5,1,3,33.3,0,0,-,0,1,1,6,0,0,1,1,15
Fred VanVleet,TOR,11/20/2018,TOR @ ORL,W,26,4,1,5,20,0,1,0,2,2,100,0,2,2,5,1,0,1,1,6
Fred VanVleet,TOR,11/17/2018,TOR @ CHI,W,29,18,7,11,63.6,4,7,57.1,0,0,-,2,2,4,4,1,1,1,2,31
Fred VanVleet,TOR,11/16/2018,TOR @ BOS,L,22,0,0,6,0,0,6,0,0,0,-,1,0,1,2,1,0,1,2,-21
Fred VanVleet,TOR,11/14/2018,TOR vs. DET,L,23,4,2,8,25,0,2,0,0,0,-,1,1,2,5,1,0,0,1,-16
Fred VanVleet,TOR,11/12/2018,TOR vs. NOP,L,22,10,4,8,50,2,4,50,0,0,-,0,0,0,3,2,0,0,0,-12
Fred VanVleet,TOR,11/10/2018,TOR vs. NYK,W,22,7,3,7,42.9,1,3,33.3,0,0,-,1,3,4,4,0,0,1,3,14
Fred VanVleet,TOR,11/07/2018,TOR @ SAC,W,21,8,3,9,33.3,2,6,33.3,0,0,-,0,1,1,2,2,0,0,3,3
Fred VanVleet,TOR,11/05/2018,TOR @ UTA,W,28,17,6,14,42.9,2,5,40,3,3,100,0,4,4,6,0,0,2,0,10
Fred VanVleet,TOR,11/04/2018,TOR @ LAL,W,23,3,0,6,0,0,4,0,3,4,75,0,0,0,2,0,0,5,4,-10
Fred VanVleet,TOR,11/02/2018,TOR @ PHX,W,20,8,3,7,42.9,2,4,50,0,0,-,0,3,3,6,2,1,2,2,7
Fred VanVleet,TOR,10/22/2018,TOR vs. CHA,W,19,8,4,9,44.4,0,2,0,0,0,-,0,0,0,4,1,0,1,2,2
Fred VanVleet,TOR,10/20/2018,TOR @ WAS,W,27,13,4,9,44.4,1,2,50,4,5,80,0,4,4,5,0,0,1,2,-6
Fred VanVleet,TOR,10/19/2018,TOR vs. BOS,W,28,11,4,11,36.4,2,7,28.6,1,3,33.3,2,4,6,7,0,0,2,1,2
Fred VanVleet,TOR,10/17/2018,TOR vs. CLE,W,25,14,6,14,42.9,1,5,20,1,3,33.3,0,2,2,5,0,0,1,4,-4
Eric Moreland,TOR,04/09/2019,TOR @ MIN,W,7,0,0,1,0,0,0,-,0,0,-,1,3,4,0,1,1,2,0,-8
Eric Moreland,TOR,03/18/2019,TOR vs. NYK,W,15,2,1,2,50,0,0,-,0,0,-,0,5,5,4,0,0,2,5,3
Eric Moreland,TOR,03/17/2019,TOR @ DET,L,10,3,1,3,33.3,1,1,100,0,0,-,1,2,3,0,0,0,0,3,-16
Eric Moreland,TOR,03/14/2019,TOR vs. LAL,W,5,2,1,1,100,0,0,-,0,0,-,2,3,5,0,0,0,1,0,1
Delon Wright,TOR,02/05/2019,TOR @ PHI,W,18,8,1,7,14.3,0,2,0,6,6,100,1,3,4,5,2,0,0,1,0
Delon Wright,TOR,02/03/2019,TOR vs. LAC,W,20,14,5,10,50,0,1,0,4,5,80,1,2,3,3,2,0,0,0,13
Delon Wright,TOR,01/31/2019,TOR vs. MIL,L,16,4,2,6,33.3,0,1,0,0,0,-,2,0,2,0,1,0,1,2,-4
Delon Wright,TOR,01/27/2019,TOR @ DAL,W,13,9,3,4,75,1,1,100,2,4,50,0,1,1,1,1,1,3,1,1
Delon Wright,TOR,01/23/2019,TOR @ IND,L,14,4,2,5,40,0,1,0,0,0,-,0,3,3,3,0,0,0,0,0
Delon Wright,TOR,01/22/2019,TOR vs. SAC,W,24,9,2,6,33.3,1,2,50,4,5,80,1,5,6,2,1,0,3,2,24
Delon Wright,TOR,01/19/2019,TOR vs. MEM,W,23,9,3,6,50,1,2,50,2,2,100,0,1,1,3,3,2,1,2,7
Delon Wright,TOR,01/17/2019,TOR vs. PHX,W,19,10,4,5,80,0,0,-,2,2,100,0,0,0,5,1,0,1,1,2
Delon Wright,TOR,01/16/2019,TOR @ BOS,L,12,0,0,3,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-7
Delon Wright,TOR,01/13/2019,TOR @ WAS,W,22,17,7,11,63.6,1,2,50,2,2,100,4,2,6,3,1,1,0,2,-4
Delon Wright,TOR,01/11/2019,TOR vs. BKN,W,23,12,5,11,45.5,1,3,33.3,1,1,100,1,4,5,2,3,0,0,2,16
Delon Wright,TOR,01/08/2019,TOR vs. ATL,W,16,4,2,3,66.7,0,1,0,0,0,-,0,1,1,5,1,1,0,2,5
Delon Wright,TOR,01/06/2019,TOR vs. IND,W,25,10,4,8,50,2,2,100,0,0,-,2,2,4,6,2,0,0,3,12
Delon Wright,TOR,01/05/2019,TOR @ MIL,W,14,0,0,4,0,0,1,0,0,0,-,0,1,1,2,1,0,0,2,-10
Delon Wright,TOR,01/03/2019,TOR @ SAS,L,24,15,5,9,55.6,1,3,33.3,4,4,100,1,3,4,1,1,1,0,1,-6
Delon Wright,TOR,01/01/2019,TOR vs. UTA,W,18,8,4,8,50,0,2,0,0,1,0,0,0,0,0,2,0,2,1,-7
Delon Wright,TOR,12/30/2018,TOR vs. CHI,W,15,8,3,8,37.5,1,2,50,1,1,100,0,1,1,2,0,0,0,0,8
Delon Wright,TOR,12/28/2018,TOR @ ORL,L,31,6,2,8,25,2,5,40,0,0,-,1,2,3,6,1,0,2,3,-19
Delon Wright,TOR,12/26/2018,TOR @ MIA,W,16,7,3,5,60,0,1,0,1,2,50,0,3,3,2,2,0,0,0,1
Delon Wright,TOR,12/22/2018,TOR @ PHI,L,17,4,1,5,20,0,1,0,2,4,50,1,2,3,3,1,0,1,0,-18
Delon Wright,TOR,12/21/2018,TOR vs. CLE,W,33,8,3,9,33.3,0,3,0,2,2,100,1,3,4,3,1,1,0,3,17
Delon Wright,TOR,12/19/2018,TOR vs. IND,W,22,6,2,5,40,0,1,0,2,2,100,2,4,6,4,0,1,2,2,0
Delon Wright,TOR,12/16/2018,TOR @ DEN,L,38,15,6,12,50,0,4,0,3,3,100,1,7,8,4,1,0,2,0,3
Delon Wright,TOR,12/14/2018,TOR @ POR,L,17,2,1,4,25,0,1,0,0,0,-,0,1,1,5,0,1,0,0,-16
Delon Wright,TOR,12/12/2018,TOR @ GSW,W,21,6,3,6,50,0,1,0,0,0,-,3,2,5,3,1,0,2,3,6
Delon Wright,TOR,12/11/2018,TOR @ LAC,W,21,12,5,10,50,2,4,50,0,0,-,2,2,4,3,2,0,0,1,4
Delon Wright,TOR,12/09/2018,TOR vs. MIL,L,10,0,0,2,0,0,2,0,0,0,-,1,2,3,1,0,0,0,0,-14
Delon Wright,TOR,12/07/2018,TOR @ BKN,L,17,5,2,8,25,1,4,25,0,0,-,1,2,3,1,2,0,1,0,-4
Delon Wright,TOR,12/05/2018,TOR vs. PHI,W,13,2,1,4,25,0,1,0,0,0,-,0,0,0,2,0,0,0,0,5
Delon Wright,TOR,12/03/2018,TOR vs. DEN,L,15,9,4,7,57.1,1,1,100,0,0,-,1,2,3,2,2,0,1,0,6
Delon Wright,TOR,12/01/2018,TOR @ CLE,W,20,2,1,4,25,0,1,0,0,0,-,0,1,1,1,2,0,0,1,-17
Delon Wright,TOR,11/29/2018,TOR vs. GSW,W,12,8,2,3,66.7,2,2,100,2,2,100,0,0,0,2,0,0,0,2,1
Delon Wright,TOR,11/27/2018,TOR @ MEM,W,14,3,1,3,33.3,1,1,100,0,0,-,0,0,0,2,0,0,1,0,-3
Delon Wright,TOR,11/25/2018,TOR vs. MIA,W,13,10,4,7,57.1,2,3,66.7,0,0,-,2,2,4,1,0,0,1,2,-9
Delon Wright,TOR,11/23/2018,TOR vs. WAS,W,19,10,4,4,100,2,2,100,0,0,-,0,3,3,3,0,1,1,3,1
Delon Wright,TOR,11/21/2018,TOR @ ATL,W,23,6,3,7,42.9,0,1,0,0,0,-,1,1,2,1,0,0,2,2,2
Delon Wright,TOR,11/20/2018,TOR @ ORL,W,13,4,2,5,40,0,1,0,0,0,-,0,1,1,2,0,1,2,0,5
Delon Wright,TOR,11/17/2018,TOR @ CHI,W,19,7,3,8,37.5,1,3,33.3,0,0,-,2,2,4,4,2,1,3,1,14
Delon Wright,TOR,11/16/2018,TOR @ BOS,L,26,7,3,7,42.9,1,2,50,0,0,-,0,2,2,2,2,1,0,1,-15
Delon Wright,TOR,11/14/2018,TOR vs. DET,L,14,0,0,4,0,0,3,0,0,0,-,1,1,2,2,1,0,1,0,-1
Delon Wright,TOR,11/12/2018,TOR vs. NOP,L,16,10,3,5,60,2,3,66.7,2,2,100,2,0,2,0,1,0,2,0,-3
Delon Wright,TOR,11/10/2018,TOR vs. NYK,W,24,12,4,6,66.7,2,3,66.7,2,2,100,1,4,5,3,1,1,1,0,14
Delon Wright,TOR,11/07/2018,TOR @ SAC,W,13,2,0,3,0,0,1,0,2,2,100,0,0,0,1,1,0,1,0,3
Delon Wright,TOR,11/05/2018,TOR @ UTA,W,24,9,3,6,50,1,3,33.3,2,2,100,0,1,1,0,0,0,0,0,-5
Delon Wright,TOR,11/04/2018,TOR @ LAL,W,22,11,5,8,62.5,0,2,0,1,1,100,2,0,2,2,0,0,0,1,-10
Delon Wright,TOR,11/02/2018,TOR @ PHX,W,7,2,0,0,-,0,0,-,2,2,100,0,2,2,0,0,0,0,2,-2
Delon Wright,TOR,10/30/2018,TOR vs. PHI,W,14,7,3,9,33.3,1,2,50,0,0,-,1,3,4,1,1,0,0,3,-9
Delon Wright,TOR,10/29/2018,TOR @ MIL,L,13,4,1,5,20,0,1,0,2,2,100,0,2,2,1,0,0,0,1,-15
Delon Wright,TOR,10/24/2018,TOR vs. MIN,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,0,0,-13
Danny Green,TOR,04/09/2019,TOR @ MIN,W,24,7,2,5,40,1,3,33.3,2,2,100,0,2,2,4,1,1,1,0,10
Danny Green,TOR,04/07/2019,TOR vs. MIA,W,35,21,7,13,53.8,5,9,55.6,2,2,100,0,3,3,2,0,2,1,1,18
Danny Green,TOR,04/05/2019,TOR @ CHA,L,19,8,3,6,50,2,3,66.7,0,0,-,1,2,3,0,1,0,0,3,-7
Danny Green,TOR,04/03/2019,TOR @ BKN,W,25,2,1,5,20,0,4,0,0,0,-,1,1,2,3,3,1,0,1,8
Danny Green,TOR,04/01/2019,TOR vs. ORL,W,28,29,11,15,73.3,7,10,70,0,0,-,0,5,5,1,2,3,3,2,19
Danny Green,TOR,03/30/2019,TOR @ CHI,W,19,8,3,5,60,2,2,100,0,0,-,0,3,3,2,1,0,1,0,10
Danny Green,TOR,03/28/2019,TOR @ NYK,W,20,15,5,9,55.6,5,8,62.5,0,0,-,2,2,4,2,1,0,1,3,24
Danny Green,TOR,03/26/2019,TOR vs. CHI,W,15,8,3,4,75,2,3,66.7,0,0,-,0,2,2,2,1,0,0,1,10
