MatchID,PlayerID,Minutes,Points,FGM,FGA,FGPercentage,3PM,3PA,3PPercentage,FTM,FTA,FTPercentage,OREB,DREB,REB,AST,STL,BLK,TOV,PF,ScoreDiff
R0051,RAP022,32,12,5,10,50,0,2,0,2,2,100,5,9,14,0,0,0,3,6,-9
R0051,RAP021,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,1
R0051,RAP020,34,22,9,15,60,2,2,100,2,2,100,4,8,12,3,0,0,2,3,6
R0051,RAP019,11,2,1,3,33.3,0,1,0,0,1,0,0,1,1,0,0,0,0,2,-6
R0051,RAP018,20,10,4,8,50,2,4,50,0,0,,1,1,2,3,1,0,1,1,4
R0051,RAP013,38,9,2,9,22.2,1,6,16.7,4,4,100,0,4,4,11,1,0,4,2,-4
R0051,RAP012,39,32,11,19,57.9,3,6,50,7,7,100,1,6,7,5,2,0,6,2,5
R0051,RAP007,7,2,1,2,50,0,0,,0,0,,0,1,1,0,0,0,0,0,-11
R0051,RAP006,21,8,3,9,33.3,0,3,0,2,2,100,1,3,4,4,0,0,2,1,-2
R0051,RAP003,31,22,8,14,57.1,6,10,60,0,0,,0,1,1,1,0,1,0,4,11
R0051,RAP002,9,0,0,2,0,0,2,0,0,0,,0,1,1,0,0,0,1,3,-5
R0052,RAP022,36,11,3,9,33.3,0,1,0,5,8,62.5,1,10,11,2,1,2,0,5,-2
R0052,RAP020,37,14,4,11,36.4,1,3,33.3,5,5,100,1,4,5,2,1,0,1,4,9
R0052,RAP019,11,5,2,4,50,1,3,33.3,0,0,,1,1,2,0,0,0,0,2,6
R0052,RAP018,16,9,2,3,66.7,1,1,100,4,4,100,0,1,1,0,0,0,2,5,-6
R0052,RAP013,37,19,5,14,35.7,5,10,50,4,4,100,2,3,5,9,1,2,1,4,9
R0052,RAP012,35,33,10,23,43.5,3,8,37.5,10,11,90.9,1,9,10,3,0,0,0,1,0
R0052,RAP007,3,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,-3
R0052,RAP006,21,13,4,9,44.4,3,4,75,2,2,100,0,1,1,6,0,0,0,1,-7
R0052,RAP004,13,9,3,4,75,1,1,100,2,4,50,0,1,1,1,1,1,3,1,1
R0052,RAP003,31,10,4,6,66.7,2,3,66.7,0,0,,1,6,7,1,2,0,0,4,8
R0053,RAP022,39,12,4,15,26.7,0,5,0,4,4,100,2,8,10,2,2,3,3,1,-9
R0053,RAP021,4,2,0,1,0,0,1,0,2,2,100,0,1,1,0,0,0,0,1,-2
R0053,RAP020,38,28,12,19,63.2,2,3,66.7,2,3,66.7,1,2,3,3,1,0,3,4,-15
R0053,RAP019,7,0,0,2,0,0,2,0,0,0,,0,1,1,1,0,0,0,1,-7
R0053,RAP018,23,10,4,6,66.7,2,2,100,0,0,,0,4,4,2,1,0,1,3,1
R0053,RAP013,34,10,4,11,36.4,1,6,16.7,1,1,100,1,3,4,3,0,0,5,3,-10
R0053,RAP012,35,16,7,20,35,0,2,0,2,3,66.7,2,6,8,2,3,0,1,2,-8
R0053,RAP007,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
R0053,RAP006,30,10,4,9,44.4,2,4,50,0,0,,0,2,2,3,1,0,1,3,3
R0053,RAP004,16,4,2,6,33.3,0,1,0,0,0,,2,0,2,0,1,0,1,2,-4
R0053,RAP003,13,0,0,4,0,0,1,0,0,0,,0,4,4,0,0,1,1,0,-14
R0054,RAP022,22,16,6,9,66.7,1,2,50,3,4,75,5,7,12,0,0,1,1,3,14
R0054,RAP021,12,0,0,0,,0,0,,0,0,,0,1,1,2,0,0,2,2,-1
R0054,RAP020,22,15,4,10,40,1,4,25,6,7,85.7,1,3,4,0,0,1,1,2,13
R0054,RAP019,24,4,1,3,33.3,0,2,0,2,2,100,0,3,3,0,2,1,2,5,4
R0054,RAP018,16,7,3,11,27.3,0,5,0,1,1,100,2,3,5,1,0,1,1,2,11
R0054,RAP012,26,18,6,12,50,3,5,60,3,3,100,1,4,5,2,0,0,2,1,8
R0054,RAP011,4,2,1,5,20,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-5
R0054,RAP007,20,9,3,8,37.5,0,0,,3,4,75,0,7,7,1,1,0,2,3,7
R0054,RAP006,26,9,4,10,40,1,4,25,0,0,,1,4,5,7,3,0,2,3,11
R0054,RAP004,20,14,5,10,50,0,1,0,4,5,80,1,2,3,3,2,0,0,0,13
R0054,RAP003,20,4,2,4,50,0,1,0,0,0,,1,2,3,4,0,0,0,1,8
R0054,RAP001,6,8,4,6,66.7,0,1,0,0,0,,2,2,4,0,1,0,0,2,-3
R0054,RAP002,22,15,4,6,66.7,3,5,60,4,4,100,2,2,4,1,1,1,1,4,10
R0055,RAP022,27,20,10,15,66.7,0,1,0,0,0,,3,7,10,3,0,0,1,5,24
R0055,RAP020,30,16,7,15,46.7,2,6,33.3,0,3,0,2,4,6,2,1,0,2,2,8
R0055,RAP019,14,2,1,5,20,0,1,0,0,0,,2,2,4,2,0,0,1,3,7
R0055,RAP018,16,14,5,6,83.3,1,2,50,3,4,75,0,0,0,0,1,0,0,4,4
R0055,RAP013,35,20,7,16,43.8,5,9,55.6,1,2,50,0,1,1,6,2,0,3,4,13
R0055,RAP012,35,24,3,11,27.3,2,7,28.6,16,17,94.1,2,5,7,3,3,0,3,1,2
R0055,RAP007,18,10,5,8,62.5,0,0,,0,0,,5,2,7,0,0,0,0,4,-14
R0055,RAP006,25,3,1,4,25,1,2,50,0,0,,0,1,1,2,2,0,0,0,10
R0055,RAP004,18,8,1,7,14.3,0,2,0,6,6,100,1,3,4,5,2,0,0,1,0
R0055,RAP003,21,2,1,2,50,0,1,0,0,0,,0,2,2,4,1,0,0,3,6
R0055,RAP002,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
R0056,RAP022,26,12,4,10,40,0,1,0,4,6,66.7,0,5,5,2,0,0,0,2,-8
R0056,RAP021,19,0,0,2,0,0,1,0,0,0,,1,3,4,1,2,0,0,4,18
R0056,RAP020,40,33,12,20,60,2,5,40,7,9,77.8,4,10,14,4,2,1,2,3,23
R0056,RAP019,26,6,2,5,40,2,4,50,0,0,,2,6,8,1,1,0,2,4,24
R0056,RAP018,21,11,3,7,42.9,1,3,33.3,4,4,100,1,1,2,2,0,0,1,1,-4
R0056,RAP013,36,13,3,13,23.1,3,11,27.3,4,6,66.7,3,5,8,13,0,1,2,3,6
R0056,RAP011,7,2,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,2,-4
R0056,RAP006,37,30,11,22,50,4,11,36.4,4,5,80,0,5,5,6,0,0,1,2,32
R0056,RAP003,27,12,4,7,57.1,1,4,25,3,3,100,1,3,4,0,1,0,0,2,3
R0057,RAP022,29,15,5,10,50,0,1,0,5,6,83.3,2,11,13,4,1,0,2,2,2
R0057,RAP021,13,4,1,1,100,0,0,,2,2,100,1,1,2,0,1,1,0,2,-3
R0057,RAP020,33,10,3,13,23.1,0,3,0,4,5,80,2,6,8,2,1,0,0,2,13
R0057,RAP019,16,2,0,2,0,0,1,0,2,2,100,0,3,3,0,0,0,1,1,0
R0057,RAP018,16,14,5,14,35.7,3,9,33.3,1,1,100,0,1,1,3,0,0,0,1,1
R0057,RAP017,19,7,3,7,42.9,0,0,,1,2,50,1,5,6,1,2,1,2,1,3
R0057,RAP013,34,22,6,10,60,5,7,71.4,5,6,83.3,3,1,4,5,2,2,2,4,6
R0057,RAP012,32,11,4,15,26.7,1,5,20,2,3,66.7,0,5,5,6,1,0,2,1,2
R0057,RAP006,20,5,1,5,20,1,3,33.3,2,2,100,0,1,1,6,0,0,3,1,-7
R0057,RAP003,30,14,5,9,55.6,4,6,66.7,0,0,,1,3,4,0,0,1,0,0,8
R0058,RAP022,26,18,9,13,69.2,0,2,0,0,0,,2,10,12,1,1,2,0,1,-2
R0058,RAP021,20,13,5,9,55.6,1,4,25,2,2,100,1,2,3,1,2,0,0,0,0
R0058,RAP020,35,17,6,13,46.2,0,1,0,5,6,83.3,0,4,4,4,2,0,3,2,-1
R0058,RAP019,18,6,3,5,60,0,1,0,0,0,,1,1,2,1,2,0,1,2,0
R0058,RAP018,18,5,2,6,33.3,0,2,0,1,1,100,0,1,1,3,0,0,2,0,7
R0058,RAP017,22,16,7,9,77.8,1,1,100,1,2,50,0,6,6,2,1,1,2,2,4
R0058,RAP013,34,13,5,9,55.6,3,7,42.9,0,0,,0,6,6,7,0,0,0,4,0
R0058,RAP012,34,30,10,20,50,1,5,20,9,9,100,1,1,2,8,1,0,3,2,-7
R0058,RAP003,33,9,3,8,37.5,3,8,37.5,0,0,,0,4,4,5,3,0,2,3,9
R0059,RAP022,31,10,4,9,44.4,1,1,100,1,2,50,2,11,13,6,0,2,2,4,9
R0059,RAP020,33,44,15,25,60,4,5,80,10,12,83.3,3,7,10,2,0,3,4,5,24
R0059,RAP019,36,22,9,14,64.3,4,8,50,0,0,,0,5,5,0,1,0,0,5,18
R0059,RAP018,31,11,3,10,30,0,5,0,5,6,83.3,2,2,4,4,1,0,0,2,-12
R0059,RAP017,19,7,2,7,28.6,0,0,,3,4,75,2,5,7,2,2,2,1,2,-3
R0059,RAP013,34,14,4,12,33.3,4,10,40,2,2,100,0,4,4,13,3,0,4,5,12
R0059,RAP011,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-1
R0059,RAP008,25,8,3,7,42.9,0,3,0,2,2,100,0,5,5,5,1,1,3,1,10
R0059,RAP003,28,10,3,6,50,2,4,50,2,2,100,0,4,4,0,0,0,0,1,-4
R0059,RAP001,3,3,1,2,50,1,2,50,0,0,,0,0,0,0,0,0,0,1,-8
R0060,RAP022,31,13,4,13,30.8,1,3,33.3,4,6,66.7,6,9,15,2,0,1,1,4,5
R0060,RAP021,11,0,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,1,3
R0060,RAP020,33,22,7,10,70,2,2,100,6,9,66.7,1,2,3,6,2,0,2,4,-8
R0060,RAP019,16,9,3,4,75,3,3,100,0,0,,1,1,2,0,0,0,0,1,4
R0060,RAP018,13,2,1,6,16.7,0,0,,0,0,,0,3,3,0,0,0,0,0,4
R0060,RAP017,17,4,2,7,28.6,0,1,0,0,0,,2,4,6,6,0,0,2,5,-4
R0060,RAP013,35,17,5,10,50,3,6,50,4,4,100,0,3,3,5,2,1,3,1,1
R0060,RAP012,35,25,8,23,34.8,0,4,0,9,10,90,3,3,6,2,2,1,1,2,8
R0060,RAP008,19,11,4,11,36.4,0,3,0,3,3,100,0,3,3,2,1,0,0,0,-1
R0060,RAP003,29,17,6,9,66.7,5,7,71.4,0,0,,1,3,4,0,1,0,0,2,3
R0061,RAP022,24,14,7,14,50,0,1,0,0,0,,3,2,5,0,0,0,2,2,-17
R0061,RAP021,15,8,3,5,60,1,1,100,1,1,100,0,2,2,1,1,0,0,1,-14
R0061,RAP020,37,10,3,10,30,2,4,50,2,2,100,0,11,11,3,0,2,0,1,-5
R0061,RAP019,24,5,2,6,33.3,1,2,50,0,0,,1,5,6,0,1,0,1,1,-13
R0061,RAP018,15,0,0,3,0,0,1,0,0,0,,0,0,0,2,0,0,1,1,-13
R0061,RAP017,24,16,7,13,53.8,1,1,100,1,2,50,2,3,5,5,0,0,1,4,-7
R0061,RAP013,36,19,6,13,46.2,2,6,33.3,5,5,100,0,4,4,10,4,0,5,4,-7
R0061,RAP009,17,10,4,9,44.4,2,5,40,0,0,,0,2,2,0,0,0,0,1,7
R0061,RAP008,18,6,2,8,25,0,2,0,2,4,50,0,1,1,5,0,0,1,3,-14
R0061,RAP003,27,10,4,9,44.4,2,4,50,0,0,,0,6,6,4,0,0,2,2,3
R0061,RAP001,3,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,5
R0062,RAP022,20,14,6,7,85.7,2,2,100,0,0,,0,2,2,0,0,0,0,2,5
R0062,RAP021,13,6,2,7,28.6,0,2,0,2,2,100,0,2,2,1,1,0,0,5,3
R0062,RAP020,30,25,10,16,62.5,4,5,80,1,1,100,1,7,8,2,2,1,0,1,22
R0062,RAP019,20,5,2,5,40,1,3,33.3,0,0,,0,1,1,1,0,1,1,1,8
R0062,RAP018,18,11,4,6,66.7,3,4,75,0,0,,0,1,1,0,1,0,2,2,17
R0062,RAP017,23,5,2,6,33.3,1,1,100,0,2,0,1,4,5,8,0,1,0,1,18
R0062,RAP016,5,3,1,3,33.3,1,2,50,0,0,,0,1,1,0,0,0,0,0,0
R0062,RAP013,35,7,2,6,33.3,1,4,25,2,4,50,2,4,6,11,1,0,3,3,18
R0062,RAP012,26,21,9,15,60,1,3,33.3,2,3,66.7,0,6,6,4,1,0,1,0,12
R0062,RAP009,7,5,2,4,50,1,3,33.3,0,0,,0,2,2,1,0,0,0,1,0
R0062,RAP008,25,8,3,9,33.3,0,2,0,2,2,100,2,4,6,3,0,0,1,3,4
R0062,RAP003,14,6,2,7,28.6,2,4,50,0,0,,1,2,3,2,1,0,0,4,8
R0062,RAP001,5,2,1,3,33.3,0,1,0,0,0,,1,1,2,0,0,2,0,1,0
R0063,RAP022,16,2,0,5,0,0,2,0,2,2,100,1,6,7,0,0,1,0,3,-18
R0063,RAP021,11,0,0,0,,0,0,,0,0,,1,0,1,0,3,0,1,0,-12
R0063,RAP020,35,16,4,8,50,2,4,50,6,8,75,0,4,4,4,0,0,3,4,19
R0063,RAP019,14,2,1,2,50,0,1,0,0,0,,0,0,0,0,0,1,0,1,-14
R0063,RAP018,17,4,2,5,40,0,2,0,0,0,,0,1,1,2,0,1,1,1,-11
R0063,RAP017,32,19,9,13,69.2,0,2,0,1,1,100,0,8,8,6,2,1,2,1,23
R0063,RAP013,40,19,7,13,53.8,3,8,37.5,2,2,100,0,7,7,10,1,2,3,4,6
R0063,RAP012,34,38,14,22,63.6,2,4,50,8,8,100,0,3,3,5,3,0,2,1,14
R0063,RAP008,17,8,4,8,50,0,1,0,0,0,,0,0,0,1,0,0,1,1,-10
R0063,RAP003,24,11,4,5,80,3,4,75,0,0,,0,1,1,1,0,0,1,1,13
R0064,RAP022,20,5,2,7,28.6,1,1,100,0,0,,4,7,11,1,0,0,0,2,-4
R0064,RAP021,12,2,1,2,50,0,1,0,0,0,,0,1,1,1,1,0,0,2,-6
R0064,RAP020,44,21,10,20,50,1,4,25,0,2,0,1,8,9,5,0,0,3,5,2
R0064,RAP019,35,13,5,10,50,1,4,25,2,2,100,5,1,6,0,0,1,0,3,-2
R0064,RAP018,20,11,4,9,44.4,2,4,50,1,1,100,1,4,5,2,1,0,5,1,1
R0064,RAP017,38,13,2,10,20,1,2,50,8,8,100,4,4,8,5,1,2,1,6,-1
R0064,RAP013,42,35,11,24,45.8,6,14,42.9,7,9,77.8,1,6,7,5,1,0,3,3,2
R0064,RAP008,25,1,0,8,0,0,5,0,1,2,50,1,0,1,2,1,0,1,1,-13
R0064,RAP003,29,6,2,6,33.3,2,4,50,0,0,,1,1,2,1,3,0,2,5,-4
R0065,RAP022,30,10,4,7,57.1,0,0,,2,3,66.7,5,10,15,2,0,5,2,4,18
R0065,RAP021,10,3,1,1,100,1,1,100,0,0,,0,0,0,1,0,0,0,0,-15
R0065,RAP020,38,17,7,12,58.3,2,4,50,1,4,25,4,6,10,3,0,0,2,1,11
R0065,RAP019,14,3,1,2,50,1,2,50,0,0,,0,1,1,0,0,0,0,0,-30
R0065,RAP018,10,4,2,6,33.3,0,1,0,0,0,,1,0,1,0,0,0,0,4,-16
R0065,RAP017,18,8,3,5,60,0,1,0,2,2,100,0,1,1,0,0,0,0,2,-30
R0065,RAP013,42,8,4,16,25,0,5,0,0,0,,2,4,6,6,0,0,5,3,-5
R0065,RAP012,36,26,10,22,45.5,1,4,25,5,5,100,2,4,6,1,1,0,1,0,10
R0065,RAP008,11,2,1,5,20,0,1,0,0,0,,1,1,2,2,0,0,3,1,-22
R0065,RAP003,32,14,4,13,30.8,4,13,30.8,2,2,100,1,4,5,1,0,0,0,0,19
R0066,RAP022,25,12,6,10,60,0,1,0,0,0,,2,9,11,1,1,5,0,1,11
R0066,RAP021,7,0,0,1,0,0,1,0,0,0,,0,2,2,3,0,0,0,1,11
R0066,RAP020,29,19,7,15,46.7,1,4,25,4,4,100,1,4,5,4,1,2,2,1,10
R0066,RAP019,23,7,3,4,75,1,2,50,0,0,,1,2,3,3,3,0,2,2,13
R0066,RAP018,22,8,4,8,50,0,2,0,0,0,,0,3,3,0,0,0,2,1,6
R0066,RAP017,19,4,2,6,33.3,0,2,0,0,0,,1,8,9,1,0,2,2,2,6
R0066,RAP016,4,6,2,4,50,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,6
R0066,RAP013,34,13,4,12,33.3,3,9,33.3,2,2,100,1,10,11,12,2,0,1,0,11
R0066,RAP012,27,31,14,20,70,1,5,20,2,3,66.7,0,1,1,2,2,0,2,1,15
R0066,RAP008,22,14,6,9,66.7,2,3,66.7,0,0,,0,1,1,3,0,0,4,5,8
R0066,RAP003,24,13,5,8,62.5,3,4,75,0,0,,0,3,3,2,1,1,1,0,12
R0066,RAP001,4,0,0,2,0,0,1,0,0,0,,1,1,2,0,0,2,0,0,6
R0067,RAP022,22,10,4,7,57.1,1,3,33.3,1,2,50,0,8,8,1,0,3,0,0,18
R0067,RAP021,26,10,3,4,75,3,3,100,1,2,50,0,3,3,2,0,0,1,1,22
R0067,RAP020,29,20,8,12,66.7,1,2,50,3,5,60,1,4,5,5,1,1,1,2,12
R0067,RAP019,24,11,3,5,60,0,1,0,5,6,83.3,2,1,3,1,2,1,3,4,3
R0067,RAP018,24,15,4,7,57.1,3,5,60,4,4,100,1,1,2,4,0,0,2,3,-1
R0067,RAP017,22,6,3,6,50,0,1,0,0,0,,1,5,6,3,2,1,2,1,4
R0067,RAP016,4,3,1,2,50,1,2,50,0,0,,0,0,0,1,0,0,0,0,-1
R0067,RAP013,35,24,8,14,57.1,6,11,54.5,2,3,66.7,1,6,7,10,0,0,6,2,31
R0067,RAP008,23,11,3,7,42.9,1,3,33.3,4,4,100,0,3,3,1,2,2,1,5,3
R0067,RAP003,26,15,5,9,55.6,5,8,62.5,0,0,,0,6,6,4,1,0,3,3,15
R0067,RAP001,4,0,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,2,-1
R0068,RAP022,17,8,3,6,50,0,2,0,2,3,66.7,1,6,7,0,0,1,0,0,-4
R0068,RAP021,19,2,1,2,50,0,1,0,0,0,,0,1,1,2,2,0,0,1,-5
R0068,RAP020,29,15,6,13,46.2,0,4,0,3,3,100,1,3,4,3,1,0,2,5,-15
R0068,RAP019,26,8,3,6,50,1,3,33.3,1,2,50,3,1,4,1,1,1,2,3,-11
R0068,RAP018,19,9,4,8,50,0,3,0,1,1,100,1,1,2,0,0,0,5,1,-18
R0068,RAP017,22,2,1,6,16.7,0,2,0,0,1,0,0,7,7,4,1,0,3,4,-11
R0068,RAP016,4,3,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,-6
R0068,RAP013,30,14,5,8,62.5,4,7,57.1,0,0,,0,5,5,6,1,1,3,4,-14
R0068,RAP012,31,25,11,19,57.9,3,8,37.5,0,3,0,0,9,9,2,1,0,2,1,-8
R0068,RAP008,21,8,3,9,33.3,1,5,20,1,2,50,0,1,1,2,0,0,1,3,-15
R0068,RAP003,20,5,2,5,40,1,3,33.3,0,0,,0,1,1,0,0,0,1,0,-12
R0068,RAP001,4,2,0,1,0,0,0,,2,2,100,0,2,2,0,1,0,1,2,-6
R0069,RAP021,27,6,1,3,33.3,1,1,100,3,4,75,0,1,1,2,1,1,2,3,2
R0069,RAP020,39,16,3,16,18.8,0,4,0,10,12,83.3,3,2,5,6,2,2,3,0,14
R0069,RAP019,24,7,3,6,50,1,3,33.3,0,0,,2,2,4,0,2,0,1,2,0
R0069,RAP018,24,20,7,14,50,3,6,50,3,4,75,1,7,8,2,2,1,0,2,11
R0069,RAP017,26,15,5,10,50,2,4,50,3,3,100,2,5,7,4,2,0,2,3,17
R0069,RAP016,12,6,2,5,40,2,5,40,0,0,,0,0,0,0,1,0,0,2,-4
R0069,RAP012,32,25,8,20,40,5,8,62.5,4,6,66.7,0,8,8,4,2,0,4,1,17
R0069,RAP011,1,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
R0069,RAP008,21,9,4,9,44.4,1,5,20,0,0,,0,7,7,1,0,1,1,3,4
R0069,RAP005,5,2,1,1,100,0,0,,0,0,,2,3,5,0,0,0,1,0,1
R0069,RAP003,19,3,1,3,33.3,1,3,33.3,0,0,,2,2,4,2,2,0,3,3,9
R0069,RAP001,8,2,1,3,33.3,0,1,0,0,0,,1,2,3,0,1,1,0,1,-6
R0070,RAP021,10,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,-4
R0070,RAP020,32,12,6,13,46.2,0,2,0,0,0,,0,3,3,3,1,0,1,6,-7
R0070,RAP019,19,8,3,7,42.9,1,2,50,1,1,100,1,2,3,0,0,0,3,2,-5
R0070,RAP018,18,10,4,8,50,1,4,25,1,1,100,0,1,1,1,0,0,2,1,-11
R0070,RAP017,37,9,3,7,42.9,1,4,25,2,2,100,1,10,11,8,0,1,2,2,12
R0070,RAP012,36,33,11,21,52.4,5,8,62.5,6,8,75,4,6,10,2,1,1,1,2,11
R0070,RAP008,17,3,1,4,25,1,2,50,0,0,,0,2,2,3,0,0,0,2,1
R0070,RAP006,31,17,6,10,60,4,5,80,1,2,50,0,1,1,4,0,0,2,3,-4
R0070,RAP005,10,3,1,3,33.3,1,1,100,0,0,,1,2,3,0,0,0,0,3,-16
R0070,RAP003,30,12,4,9,44.4,4,8,50,0,0,,0,3,3,4,0,0,1,1,8
R0071,RAP021,20,2,1,1,100,0,0,,0,0,,0,2,2,1,1,0,1,1,1
R0071,RAP020,30,19,9,14,64.3,1,3,33.3,0,2,0,2,6,8,5,0,1,1,3,37
R0071,RAP019,18,14,6,12,50,1,6,16.7,1,1,100,1,2,3,1,0,2,0,2,6
R0071,RAP018,18,10,4,8,50,0,2,0,2,3,66.7,0,3,3,1,1,1,2,3,-3
R0071,RAP017,22,12,4,8,50,2,5,40,2,2,100,0,11,11,1,1,1,3,3,23
R0071,RAP016,8,6,2,3,66.7,2,3,66.7,0,0,,0,1,1,0,0,0,0,0,6
R0071,RAP013,26,15,5,12,41.7,5,9,55.6,0,1,0,0,6,6,8,0,0,2,0,33
R0071,RAP008,27,20,7,11,63.6,1,3,33.3,5,7,71.4,0,3,3,2,0,0,2,3,3
R0071,RAP006,28,13,5,9,55.6,2,4,50,1,1,100,0,2,2,12,1,1,1,1,33
R0071,RAP005,15,2,1,2,50,0,0,,0,0,,0,5,5,4,0,0,2,5,3
R0071,RAP003,22,13,4,6,66.7,3,4,75,2,5,40,2,2,4,1,0,0,0,0,32
R0071,RAP001,6,2,1,2,50,0,1,0,0,0,,0,2,2,0,1,0,0,1,6
R0072,RAP022,23,6,1,4,25,0,2,0,4,4,100,1,8,9,0,0,2,1,2,-2
R0072,RAP021,5,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,-1
R0072,RAP020,43,33,14,21,66.7,1,4,25,4,4,100,2,11,13,6,2,1,5,5,9
R0072,RAP019,14,6,2,3,66.7,1,2,50,1,2,50,0,3,3,1,1,1,1,2,8
R0072,RAP018,17,0,0,2,0,0,0,,0,0,,0,4,4,3,1,0,1,2,4
R0072,RAP017,30,10,4,7,57.1,2,3,66.7,0,0,,0,6,6,2,0,1,0,5,11
R0072,RAP012,42,22,8,19,42.1,2,6,33.3,4,5,80,3,7,10,6,2,0,3,3,9
R0072,RAP008,15,6,2,5,40,0,2,0,2,2,100,0,1,1,0,1,0,1,1,6
R0072,RAP006,40,23,8,16,50,3,8,37.5,4,4,100,0,0,0,6,2,0,3,3,6
R0072,RAP003,36,17,6,10,60,5,9,55.6,0,0,,0,5,5,6,2,0,2,3,-5
R0073,RAP022,20,11,5,7,71.4,0,0,,1,2,50,2,4,6,0,0,2,2,3,-14
R0073,RAP020,36,25,9,14,64.3,2,3,66.7,5,5,100,2,3,5,2,2,1,7,5,-4
R0073,RAP019,17,2,1,4,25,0,1,0,0,0,,1,0,1,0,1,1,1,2,-6
R0073,RAP018,18,0,0,3,0,0,0,,0,0,,2,9,11,1,0,0,1,0,-12
R0073,RAP017,28,2,1,1,100,0,0,,0,0,,0,5,5,6,2,2,2,2,7
R0073,RAP012,36,37,12,23,52.2,4,5,80,9,10,90,2,4,6,4,2,0,8,5,12
R0073,RAP008,14,5,2,4,50,1,2,50,0,0,,1,2,3,1,0,0,0,2,-12
R0073,RAP006,36,8,3,11,27.3,0,3,0,2,2,100,1,1,2,5,0,1,0,1,-5
R0073,RAP003,35,19,6,11,54.5,6,11,54.5,1,2,50,0,7,7,1,0,0,0,4,-1
R0074,RAP022,18,10,4,6,66.7,0,0,,2,2,100,1,0,1,0,0,0,0,2,-11
R0074,RAP021,11,2,1,2,50,0,1,0,0,0,,0,0,0,0,0,0,0,1,-17
R0074,RAP020,36,23,9,14,64.3,1,1,100,4,4,100,0,7,7,5,1,1,5,3,8
R0074,RAP019,15,3,1,3,33.3,1,3,33.3,0,0,,1,1,2,2,0,0,2,2,-7
R0074,RAP018,12,10,4,5,80,2,2,100,0,0,,0,0,0,1,2,1,0,2,8
R0074,RAP017,23,17,7,9,77.8,2,3,66.7,1,1,100,0,4,4,6,1,3,1,2,3
R0074,RAP013,28,7,3,5,60,1,3,33.3,0,0,,0,2,2,6,1,1,3,1,-8
R0074,RAP012,34,28,10,18,55.6,2,6,33.3,6,6,100,1,8,9,3,0,2,2,1,10
R0074,RAP008,6,0,0,1,0,0,0,,0,0,,0,1,1,1,0,1,0,0,-8
R0074,RAP006,31,12,5,9,55.6,2,4,50,0,0,,0,5,5,3,0,0,0,2,1
R0074,RAP003,27,2,1,5,20,0,3,0,0,0,,0,4,4,2,1,2,0,1,16
R0075,RAP022,23,16,7,13,53.8,1,2,50,1,1,100,0,8,8,0,0,2,0,3,3
R0075,RAP021,17,4,2,3,66.7,0,0,,0,0,,0,1,1,1,3,0,2,3,-4
R0075,RAP020,21,13,6,10,60,0,0,,1,1,100,1,4,5,2,0,0,2,1,2
R0075,RAP019,25,10,3,4,75,0,1,0,4,4,100,0,1,1,1,1,2,0,3,4
R0075,RAP018,26,20,8,10,80,4,5,80,0,0,,0,3,3,3,0,0,3,0,-5
R0075,RAP017,20,2,1,6,16.7,0,0,,0,0,,0,6,6,1,1,2,1,2,16
R0075,RAP013,21,14,5,9,55.6,4,7,57.1,0,0,,0,2,2,6,1,0,5,0,14
R0075,RAP012,22,14,4,10,40,0,2,0,6,6,100,1,3,4,5,6,0,0,0,14
R0075,RAP009,5,2,1,2,50,0,0,,0,0,,0,0,0,0,0,1,0,0,-10
R0075,RAP008,20,2,1,9,11.1,0,5,0,0,0,,0,4,4,2,0,0,0,3,-15
R0075,RAP006,26,7,1,6,16.7,1,3,33.3,4,4,100,0,3,3,5,0,0,2,0,16
R0075,RAP003,15,8,3,4,75,2,3,66.7,0,0,,0,2,2,2,1,0,0,1,10
R0076,RAP022,24,10,5,9,55.6,0,2,0,0,3,0,2,8,10,1,0,2,1,1,11
R0076,RAP021,19,3,1,3,33.3,1,2,50,0,0,,0,3,3,2,0,0,0,1,-3
R0076,RAP020,31,31,11,19,57.9,2,6,33.3,7,8,87.5,2,3,5,5,1,1,0,4,31
R0076,RAP018,23,11,3,7,42.9,3,4,75,2,2,100,0,3,3,0,2,0,1,2,9
R0076,RAP017,23,2,0,4,0,0,2,0,2,2,100,0,5,5,4,1,0,1,5,22
R0076,RAP016,7,5,1,3,33.3,1,3,33.3,2,2,100,0,0,0,0,0,1,1,0,-4
R0076,RAP013,25,7,3,10,30,1,7,14.3,0,0,,0,4,4,2,2,0,2,3,13
